danceability,energy,valence,acousticness,speechiness,instrumentalness,liveness,tempo,track_id,track_name,artists,track_genre,playlist_id,playlist_name,playlist_type
0.495,0.0637,0.0914,0.89,0.0661,0.845,0.0617,110.096,6uxb3XcephIsRYpZybGivn,Crickets in Nature,Nature Sounds,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.171,0.992,1e-05,0.121,0.0423,0.985,0.8,68.007,420soGwGmZ6BEAyXa8QyAw,Shifting Rainfall,Rain Sounds,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.204,0.0341,0.16,0.989,0.0442,0.0279,0.16,73.465,2DRYgUaBsWGncrhrBP1f6N,Ite missa est,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.104,0.0559,0.0778,0.991,0.0439,0.964,0.0543,61.956,7zkcgtcVShugv4eKTknK4F,Maria durch ein Dornwald ging (Arr. Spindler for Oboe and Piano with an Improvisation by Becker),Traditional;Albrecht Mayer;Markus Becker,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.0,0.000262,0.0,0.175,0.0,0.585,0.581,0.0,55wsymeCqNNMiS6i0isfJk,Outside Air Unit 2,Sleep Baby Sleep;Relax & Relax;Relax Meditate Sleep;Deep Sleep Lullabies;Deep Meditation Lullabies,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.0,0.000267,0.0,0.926,0.0,0.345,0.174,0.0,7nOk0pfj4DqDglEjgaJ0EG,Weißes Rauschen: Entspannende Stimmungen,Weißes Rauschen HD,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.2,0.545,0.0309,0.934,0.0807,0.997,0.112,82.769,2Sc3sIkupL2IztZkjOsRk0,Deep Relaxing White Noise,White Noise Sleep Sounds,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.292,0.996,0.0228,0.00137,0.0672,1.95e-06,0.0833,178.304,3fwwWSfKOo3cJTAdsy9Vpe,Shhhh With Womb Heartbeats,Silent Knights,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.389,0.042,0.232,0.955,0.0763,0.929,0.112,88.016,7Ciuw6mvHyyXoT6REPZEmk,The Best Music To Put You To Sleep,Binaural Beats Sleep,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.161,0.558,0.0331,0.0233,0.169,0.52,0.417,84.172,4eoy8Fea209fDhJBDWMMoe,Night Rainstorm,Nature Sounds,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.189,0.993,0.00361,0.119,0.0522,0.948,0.802,59.47,4OpQnT22ntW73F9PHBpacP,"Nature Sounds: Constant Sound Masking Radio Ambience Waves, Gurgles (Quartz Creek)",Natural White Noise Relaxation,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3gIEb1mxGFTMlJAkaYaG2Q,Pure White Noise - Loopable with No Fade,Sleep Baby Sleep;Relaxation;White Noise Meditation;Spa Relaxation & Spa;Rest & Relax;Deep Sleep,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.216,0.203,0.039,0.000827,0.153,0.000466,0.133,132.84,4Q5G40Lq1b1lYp20Bt5Sfo,Shhhh Baby Shusher For Sleep,Baby Sleep,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.276,0.985,0.0131,0.857,0.0464,0.649,0.949,78.966,4jbDdUhR7ysE7iFzpjvNQH,Rainfall on Roof,Rainfall For Sleep,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.101,0.532,1e-05,0.846,0.0676,0.476,0.719,91.951,2iEtlaAIaHUDnsCnUHiVkV,"Long Hairdryer, Fön, Baby Sleeping Sound, Haartrockner, Föhn, Secador, Sèche-cheveux, 电吹风, ドライヤー",Truesound Village,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.146,0.646,0.0297,0.244,0.0484,0.987,0.422,138.817,3ZrLv4ULUwnNDx1EyeAIdU,Thunderstorm in the Backyard,"Thunderstorms;Lightning, Thunder and Rain Storm;Sounds of Thunder and Rain;Rainfall;Rain Sounds & Nature Sounds",sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.169,0.873,0.0224,0.000228,0.072,0.903,0.707,87.007,0W7Ta4Ruoew3v8Q0I3foib,Thunderstorm: Relaxing Storm - Loopable,Thunderstorms HD,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.167,0.802,0.022,1.62e-06,0.129,0.929,0.731,117.515,3PrvbhdA2YUuQoydj3k2OW,Soothing Brown Waves with Vacuum Cleaner - Loopable with No Fade,Vacuum Cleaner White Noise;Meditation Awareness;Relaxing Zen Spa;Baby Can't Sleep;Calm Children Collection,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.155,0.993,1e-05,0.0911,0.0662,0.546,0.799,133.085,7uYKmX3iPEyXfz9GHhjuWQ,Countryside Rain,Rain Sound Studio;Sleep Sound Library;Rain Sounds Sleep,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.0934,0.443,0.0363,0.139,0.229,0.677,0.156,89.647,7gj4r6WJSjvjsrwQjtyGva,Gentle Noises,White Noise for Babies,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.0939,0.746,0.035,0.945,0.157,0.98,0.196,88.947,0UNsQBNr5xCp9ccjNZKxMy,Midnight Sounds,White Noise for Babies,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.257,0.857,0.0275,0.324,0.0559,0.0,0.317,127.43,4Qg4gd7Sw9eBKQk7yusP2Q,Shhhh With Low Hum,Silent Knights,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.18,0.163,0.0342,0.942,0.0658,0.643,0.108,130.908,73fKkIQz5EYlQ05SJNgdx6,Peaceful,White Noise for Babies,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.205,0.456,0.0218,0.521,0.055,0.00601,0.112,77.26,1KeBXa5MW4dpVEmtk6r83U,Infant Soft Brown Baby Noise,"White Noise for Deeper Sleep;Baby Sleep Sounds, White Noise Therapy",sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.434,0.224,0.177,0.98,0.0478,0.838,0.107,77.335,57ddChwU6L0aHhrW1ecOIb,Mary Had A Little Lamb,Bedtime Baby,sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.163,0.8,1e-05,0.2,0.102,0.908,0.372,125.706,3hwtt8vCVFR7MiYU09lTtD,"Pacific Ocean Waves, Raindrops for Holding, Rocking and Walking My Baby","Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief",sleep,KAGGLE_SLEEP,Sleep (editorial proxy),editorial
0.742,0.18,0.0664,0.882,0.0689,0.94,0.101,130.002,57bY38pZVvHLS6LCBpzMKQ,All About Mine,Oscar Hollis,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.669,0.413,0.243,0.353,0.0953,0.86,0.11,181.961,6WGQR4SuHTBlsEyKNs5SNl,Profundo,Timothy Infinite,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.618,0.599,0.256,0.371,0.15,0.827,0.834,172.057,3ZVLP49KrKZakJz9w55ef7,los beachos,Lobby Lingu!n!,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.645,0.3,0.49,0.109,0.0641,0.903,0.0863,176.397,2AyGe2TYtgvJ7xyM3db0jH,Fresher Scents,Nokawa,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.81,0.651,0.875,0.188,0.0515,0.311,0.106,129.918,2xiEEIe7VqeOlGP6yjwq6K,Kizutsuita,Nathan Kawanishi,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.738,0.358,0.433,0.808,0.0595,0.906,0.142,79.989,3q2PG43k0J0XTiDUgpeubz,Follow Me,Lazy Leopard,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.782,0.443,0.215,0.157,0.0973,0.884,0.102,72.993,1zYUBI0Rg2AKEwv0uglJW8,minor distance,SLKBTS,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.74,0.43,0.345,0.384,0.053,0.654,0.118,89.538,2pQQ6irZMeNEZgrEapvJf8,Walk Around Lake Johnson,"Sarah, the Illstrumentalist",study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.713,0.384,0.504,0.781,0.0536,0.863,0.376,84.98,5T41z0Wg9mPbPGXvquzaiK,Raincoat,Ensidya,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.642,0.239,0.336,0.907,0.162,0.955,0.109,167.936,4X3QczFrwEtHYf1MOYyhaG,Andrea Maria,´Goule,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.663,0.642,0.539,0.0586,0.0882,0.776,0.408,141.913,7pEhjFHWkHtvBMl1vFPtnV,Two Layers of Confusion,Matt Large,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.716,0.396,0.284,0.33,0.0707,0.816,0.104,144.036,3VxYy6Crp6L286kkZkQbjP,Planet Side,DGHTR,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.664,0.347,0.599,0.672,0.13,0.335,0.108,170.055,0ptvpLBPE7M1kGKKhlXUg1,Tassels,vibe academy,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.648,0.35,0.0632,0.91,0.0481,0.775,0.0717,84.039,0VzxGwJZePOrLCpimYbUnU,Derive,Jobii,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.71,0.0816,0.47,0.748,0.0605,0.935,0.104,65.035,707PZGDkSagq6qmceovsLp,Hawaiian Organ Donor,Beat Oven,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.689,0.446,0.562,0.244,0.0537,0.89,0.125,153.992,71WxHp7zJA2MEmc2sqDTpI,Ditty,Dusty Decks,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.601,0.406,0.039,0.565,0.113,0.958,0.32,85.974,3dOoEWVJqCZruubyO0W0Dt,Birch,Mama Gecko,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.608,0.293,0.415,0.698,0.0407,0.763,0.112,150.056,75qMg1eAv39k3FOwMcaAsJ,Joy Fever,Blue Motyl,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.803,0.278,0.473,0.0207,0.0484,0.875,0.12,130.001,7C3lbQVR3vlo8WCHNiwycv,Time Stands Still,xJ-Will;2Infinity,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.731,0.424,0.604,0.36,0.259,0.000834,0.19,84.995,6pPdSiA17dUM773DCRFhUx,Scootaloo,Jobii,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.703,0.241,0.117,0.968,0.217,0.948,0.149,90.047,4FxuXzTIVVUZ9v1vIeGe0D,the mangos,vibe academy,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.575,0.151,0.29,0.259,0.192,0.687,0.0985,125.243,5SoHZyienPt4CEkudsII79,listen,wavcrush,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.581,0.269,0.679,0.981,0.0856,0.872,0.121,79.98,0BUMtnHHxB28f4D2CiEs9L,Let People Ask,Twinkz,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.792,0.164,0.354,0.826,0.057,0.893,0.0982,90.125,43Aw7i0PCijYdMeVCs3i5v,home styling,slån,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.629,0.716,0.485,0.0612,0.0342,0.927,0.0891,85.952,0x9A2pqRebUAsAxv3ZLPcG,Café de Paris,Matt Large,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.714,0.368,0.0625,0.211,0.0464,0.861,0.105,83.03,7ngkoyskxYZo3bPTYRfI7m,Moonlight,Ensidya,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.708,0.295,0.535,0.0213,0.05,0.821,0.0516,139.82,0eJKlIr8wOQEkMkFmbMdZZ,En Vivo,Beat Oven,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.643,0.334,0.654,0.0975,0.0626,0.825,0.0999,139.009,1odDwh4YwoNXkog8Tw2IhK,Trouble in Paradise,"Sarah, the Illstrumentalist",study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.391,0.51,0.303,0.445,0.0684,0.697,0.141,30.322,6JINDc6wg5bOpqIZul2c8u,red orchard,Justnormal;frumhere,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.742,0.257,0.537,0.0568,0.114,1.61e-05,0.205,79.41,72mbuoGqiIj4176SyawdY6,Home By 11 PM,"Sarah, the Illstrumentalist",study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.641,0.446,0.18,0.756,0.0366,0.816,0.0953,98.061,1H6WeC8VkBVrpljmogYQpv,Green Smoothie,Timothy Infinite,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.748,0.247,0.5,0.121,0.0781,0.46,0.0952,90.013,2CEKenDIPepmr8rdOhfilr,Wax Poetry,Dazik69,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.782,0.236,0.48,0.176,0.0448,0.927,0.0766,83.021,0TRojooVyTAYS0O0vaNZGW,Old Soul,The Daily Bred,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.672,0.696,0.618,0.519,0.0454,0.709,0.172,85.005,3ZO2JrKZIxtk8DZN8YVLHP,Better Together,North Polo,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.536,0.733,0.3,0.0474,0.199,0.804,0.145,84.649,0WklCZ01mBTUu5KxC89sX5,Tokyo Highball,Matt Large,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.787,0.651,0.268,0.0841,0.0739,0.92,0.0985,105.008,5srKUbHcbtdTlAb2cbeILY,Calentar,Timothy Infinite,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.639,0.435,0.342,0.862,0.0873,0.866,0.0989,80.375,0UkpfwUKYe6uzYxhH3KnIB,1 Step Ahead,Oyh!,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.652,0.467,0.0743,0.598,0.0924,0.826,0.127,172.128,7q0tXPB1ff1cXuVhNluKz4,I'm Still Listening,Justnormal,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.796,0.626,0.638,0.0337,0.122,0.837,0.107,80.009,0PlUMPy4OsPMQwUn1JEbYu,English Breakfast,Jobii,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.467,0.349,0.105,0.919,0.044,0.83,0.11,148.952,7h8QCTJw2hDrOR3ygyVHpN,Hatagaya Greenways,Nathan Kawanishi,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.689,0.579,0.721,0.0337,0.243,0.635,0.519,178.134,0bOAeky7ysHcUeMcfjXiZc,First Up,Matt Large,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.77,0.268,0.371,0.831,0.0775,0.934,0.108,86.997,10zYErxZB71gJnKk5iaQD9,Beach & Berries,Kantboll,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.734,0.417,0.527,0.0124,0.0618,0.721,0.495,90.96,2Rhf5LPlWO1q6RMogvQEqA,Under His Eye,Beat Oven,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.634,0.199,0.246,0.783,0.05,0.296,0.07,75.003,6kBtEyumHOPERBTn21egNs,Fat Sofa,Sima Jones,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.768,0.472,0.168,0.422,0.0385,0.874,0.108,82.168,4FHpuJMkrevo3UXWNZ3KfG,Have Yourself a Cozy Christmas,Matt Large,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.748,0.339,0.832,0.87,0.0809,0.856,0.151,90.063,6LnZKT2R1jhUTXgwUPldIr,Out Of Jazzizity,Savage Bops,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.676,0.314,0.498,0.957,0.078,0.931,0.187,135.006,4PWPgaEdMz3I27n5dYqnUm,2nd Street,Audio Avenues,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.549,0.396,0.591,0.749,0.0689,0.8,0.0769,87.614,2LAidQYi4vzoPl6nkqxyCn,Joint,Type.Raw;Loot Fattig,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.653,0.959,0.895,0.0082,0.0501,0.71,0.0793,181.959,7M0qeMNYfKwsKtinDD1sqM,Summertime Madness,Matt Large,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.743,0.306,0.371,0.555,0.0458,0.881,0.522,114.893,5Ay3j13L32nercEHUNTQCd,Is It Summer Yet?,Lazy Leopard,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.725,0.744,0.0382,0.802,0.0548,0.887,0.108,140.046,68sLFRpqIthLVfmb9JIB79,Power Lunch,Jobii,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.546,0.157,0.184,0.945,0.0657,0.908,0.087,78.928,6kBXI5i7TtXvfGo6QbNaQJ,Beach Bums,Miso Colt,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.415,0.581,0.502,0.864,0.349,0.941,0.703,173.955,6oGMdCFhJgn31QFsNcNyhU,ghibli,heroku,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.701,0.294,0.438,0.792,0.0544,0.3,0.108,180.085,1p0vYiUriWNU5mKQnOFJWI,Gold Plated,Stratotune,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.63,0.357,0.324,0.783,0.0409,0.861,0.19,150.011,0PMlGvzeLrQ27h8oGyfGMV,After Surf Sandwich,Breakfast For Brunch,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.714,0.421,0.638,0.709,0.0508,0.886,0.0926,84.996,0whor6fkqbPnBQyEqPJXk7,Dreams in Green,Justnormal,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.691,0.32,0.407,0.829,0.0713,0.687,0.11,89.973,3UdSY1SgSF60lpYdMbmeXm,Seven,Von Von Bon,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.729,0.705,0.822,0.0106,0.0424,0.895,0.0868,170.002,5F7smqyn9M12xC92kjLJ9s,12 Days Of Christmas,Beat Oven,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.812,0.435,0.802,0.00988,0.0602,0.895,0.111,122.05,4aIy87lPh02Q3r1VfLHKd7,Strange Clouds,"Sarah, the Illstrumentalist",study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.583,0.745,0.731,0.411,0.0429,0.833,0.153,172.092,0hjAMjQvYeC6RHmrCEy9z5,Come Full Circle,Matt Large,study,KAGGLE_STUDY,Study / Deep Focus (editorial proxy),editorial
0.437,0.959,0.151,0.614,0.124,0.175,0.432,105.033,2jr8Z0PKUDKXcyrtYW4dP8,Irma learns to swim - 2021 Remastered,arai tasuku;Coma,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.145,0.696,0.0451,3.06e-05,0.0403,0.901,0.192,141.649,3kzOSIlzxenJZSsGTjJ9Ia,Manic Thru Tone,Casino Versus Japan,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.146,0.0734,0.033,0.858,0.0375,0.944,0.0769,68.61,6AEo2whektNuFVPqrixupY,Shelter,Ocoeur,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.579,0.937,0.371,0.301,0.071,0.748,0.267,155.118,4FDijQ8rLUP3TiTvUS0yaW,Soda's Theme,Ilkae,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.643,0.972,0.316,0.0218,0.282,0.00293,0.405,154.981,4t1XTwSM1JLeB54obcKOJo,Terminate - Radio Edit,Dither,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.305,0.325,0.0945,0.721,0.0341,0.00128,0.18,116.984,0ZpnYhrnEjGfvGUTeqpiGC,Aileen's unseen things - 2021 Remastered,arai tasuku;Coma,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.75,0.81,0.741,0.127,0.0685,0.836,0.174,120.017,2Q9vfN92vj9TQgnN5Mq9CK,Rpeg,Autechre,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.554,0.253,0.23,0.895,0.0353,0.00908,0.0777,136.02,0TIuxt8crlpmeZX2YX2zdx,Not a Word at Breakfast,Kyson,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.46,0.452,0.476,0.0409,0.0306,0.931,0.0758,87.671,0Ep1pV0KhVvSof5eGN8803,C.A.,Plaid,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.163,0.119,0.0376,0.926,0.0403,0.91,0.539,134.917,3HaILSvfNEO0y7OcAzpCri,1979 (On A Snowy February Day),Deru,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.787,0.476,0.144,0.00037,0.266,0.914,0.0514,128.024,0Ha6gINRsYijR1CIAF0ZwY,Back to the Garden,An On Bast,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.528,0.937,0.615,0.348,0.0369,0.95,0.103,161.936,5s3XtrhzIKNZaiFpt7Gp5W,Hello,µ-Ziq,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.394,0.423,0.0377,0.706,0.0472,0.828,0.093,112.494,3tEKDTMhRzsvzTE7uv0QEN,remain,Rei Harakami,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.667,0.877,0.0445,0.216,0.0386,0.769,0.101,130.0,43eLl2gwEr0fgbFgS11uOh,Fahrenheit Fair Enough,Telefon Tel Aviv,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.606,0.624,0.437,0.109,0.0463,0.852,0.375,86.024,5AlcjdX9IvTjziXyl26evC,Skylla,Kelpe,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.698,0.726,0.368,0.0177,0.0462,0.855,0.0861,121.563,64Zk2IuHfejV87iR7iGCfF,Rutka,Brothomstates,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.605,0.117,0.406,0.868,0.39,0.00801,0.249,150.458,6UXD3S5AuvfXn81Q1f5gX3,Under,Kelpe,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.417,0.67,0.225,0.938,0.0718,0.0113,0.103,90.4,0MTCFni4P52YiGDHYEgKKZ,My little room 000,arai tasuku,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.525,0.138,0.267,0.971,0.0433,0.858,0.105,161.957,1XLeX0E7yeFHrSkTgVNtMm,Ralome,Plaid;Benet Walsh,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.562,0.343,0.254,0.508,0.0419,0.89,0.16,81.691,4zjuPxRdniuN7LZzI5aQNA,Memory Cascades,Isan,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.732,0.789,0.434,0.404,0.052,0.883,0.108,107.022,7aZHrK6OPvjoln9wjQwFIU,Echo Love,Mokhov,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.294,0.358,0.2,0.731,0.0338,0.854,0.131,98.89,1iOIFTB8PSOJjP3rCpyj5m,Omnipresence,MIKTEK,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.218,0.428,0.0603,0.85,0.0427,0.927,0.065,105.992,79dPOFmCNvwKAcDur9ZP0v,Aalystice,Ben Lukas Boysen;Sebastian Plano,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.254,0.535,0.287,0.257,0.0786,0.888,0.403,99.955,3qz1BsX8YUNGTfDijU89At,Pure,Anenon,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.666,0.811,0.867,0.0252,0.0583,0.905,0.085,121.892,4oJw7eOVYIAScDuAk8NGew,Scriptures,B12,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.523,0.964,0.107,0.487,0.0566,0.475,0.142,133.895,1q4PdQuykI6WHaVC5HjI7q,Basscadet (Beaumonthannanttwomx),Autechre,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.794,0.949,0.767,2.41e-05,0.0474,0.886,0.0698,129.994,5q9M347AOp7oOI5jmJnQyz,Batter Bits,Luke Vibert,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.362,0.651,0.189,0.718,0.319,0.4,0.321,180.341,1NnHk2gE8hwlrICeNcUtff,Shadow Tag,arai tasuku,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.6,0.974,0.846,0.0599,0.109,0.926,0.051,187.302,5Vy4uSUbN0fDaAKqdsEetB,Orange Line,Ilkae,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.168,0.233,0.0871,0.299,0.0612,0.746,0.184,143.882,2YvLPDCgF0eddfcJBLddLJ,Sleep Deprivation 2,The Black Dog,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.453,0.918,0.183,0.0263,0.18,0.522,0.368,76.246,2yMcIvftBKSxwDm1XNeA16,fwzE,Autechre,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.259,0.0691,0.114,0.625,0.0303,0.761,0.106,66.419,5SHF7U7Pg5ZqrD8jY5qwyt,Lazy Girl Loop,Casino Versus Japan,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.543,0.388,0.063,0.851,0.0512,0.0911,0.136,77.025,57CIHoD2aM7QHNjQpBPTio,Summe Volume - Aus Remix,aus,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.68,0.519,0.295,0.469,0.0359,7.99e-05,0.113,115.055,0drR6FmSpsGdNYy4AZStYp,Have My Back,Kyson,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.456,0.461,0.119,0.0978,0.0593,0.815,0.102,155.008,6eKAvIPP8oo8uGwOGbe7CM,Recovery,Rival Consoles,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.619,0.994,0.0734,0.114,0.46,2.27e-06,0.259,179.942,7aJhJdMuMHtkO2JfvRmvVB,Beat My Drum,Dither,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.68,0.632,0.562,0.695,0.371,0.0,0.328,152.091,083S05Z9v1loxTWYUzrTZo,De Kalder Mig Skurken,Skurken,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.728,0.665,0.892,0.675,0.263,0.0,0.0955,91.199,69exWD0EY2a92dg0naL4Uc,Bedste Ven Værste Fjende,Skurken,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.451,0.388,0.127,0.108,0.0363,0.0687,0.139,137.848,10awUNvBh2vqyeQiSFH74Q,Riverbound,Comaduster;Mari Kattman,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.446,0.955,0.289,0.00392,0.182,0.722,0.761,163.976,5pYFwY1Jc2fYBmkjykdW5g,Starlings,Yosi Horikawa,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
0.345,0.404,0.0315,0.112,0.0397,0.866,0.0815,119.989,22bPlBY0jeOZvaN4ntoB3c,Infernal Limit,Monolake,idm,KAGGLE_IDM,IDM (editorial proxy),editorial
